label,x,y
1,607.5854639831567,1666.8706176588191
0,-2649.366118223568,-4.489084225501425
1,994.8697233227527,649.6319219932698
4,1727.508384861314,-92.21304209534989
0,-2937.328188794392,31.54847814062661
0,-950.8027557386018,-383.88304712482477
7,1507.7894630099804,-60.011917002732154
3,1863.8545364285133,1082.9695025646263
5,-1040.470112865469,-292.7458142412221
3,-1111.2051830298149,1642.1304701519816
8,1671.728287597038,-1699.3857116465272
9,1198.9208699270757,-672.4375559366916
1,834.8248575984016,722.9068500533809
3,455.46778341302536,2476.614566846411
3,-1431.8534321991792,1696.3205208456586
1,646.2326454097375,683.215765537928
2,275.393128248257,2353.3819441194523
0,-1675.7624689120375,-1109.135046292989
7,985.7396680350122,-56.13475412520502
5,2599.645087428345,-338.2145021918615
8,-294.09029023002455,544.4840801412186
6,-896.1581092614122,-1278.478102138771
2,-304.10032505304497,1976.4251774037546
0,-2691.5019069496716,-127.52459455839633
2,347.6391548854996,1885.050444183107
3,-1080.7400122071876,1501.7048783088082
6,-446.6253319063864,-1427.533416377419
9,1432.7786498369671,349.8729042590897
9,1280.6703682708464,-749.5770216738318
7,1891.7346598536005,-1266.7386049984673
8,1779.5698325616074,709.8433552457636
9,-12.508013998156487,-767.1612980541536
4,-245.6316353220975,-1746.174314432813
9,721.5901051820464,-1208.1200154746784
2,1932.4391088814755,-210.99225136979533
1,377.610182984594,476.8870207581953
3,-206.59531955451203,1339.7817513428013
1,691.1620197905501,1024.9044139800294
1,649.048121777488,1219.5785788535356
4,610.5210999965838,-1112.4413041707808
9,-439.76018189557163,629.9508474510849
1,943.3331628013328,796.6985710097405
4,22.110584304020193,-1905.099902799134
4,210.20616415470153,-1706.8360113952929
2,1933.7620958163536,835.1830218803544
6,-840.8114118261553,-633.5174574701289
3,-312.7485637258775,1002.6511730296767
7,1858.558915817388,-378.5212109172104
7,809.9715843566316,-333.4079246653852
4,583.8027028626034,-1810.4212665282382
7,908.4154092365613,-257.9129903765582
5,-1962.3584006664994,1459.0629469985467
1,778.4143061818277,732.3967764268242
9,-790.4371040064868,977.8709397128426
0,-2330.5595631540814,-498.0517602666665
2,372.0903570518336,148.88555562080145
2,988.7871234651176,1753.590861686097
3,-763.4648469311944,1890.074867900965
9,1206.235145711335,-395.15240989330783
1,771.3146871951886,930.4240117758045
1,1488.6663236096042,1339.1334989273894
1,972.7302211244909,1720.6071878009814
5,1256.7228558372562,-1802.347094833174
0,-1313.412280916555,-1876.7142111078522
6,-716.4163880820932,-2062.0564967842693
3,-117.06278027320492,1353.9603465789799
4,997.094698377865,-1765.8067049868614
8,2123.4085103432676,1471.8580246021472
1,876.4504840217155,1361.9336766054728
0,-688.2492029652873,143.122100629094
3,-438.9400620299473,1522.2758777703223
9,749.5021284608299,-179.43233296240513
6,-2417.5346554104167,-314.5513784985743
2,-2446.452720937963,937.3436458727072
6,1225.6010316200327,1361.9451462038603
4,413.28652626501827,-1335.477289600901
7,1390.6066384887183,-622.1617758142527
1,568.514638164375,547.9864312096784
4,654.0135006336722,-1860.7590481403251
1,967.7222610280173,1138.114730130094
5,1430.5011150516978,617.4179673289532
4,465.2147531216653,-1678.496195101089
8,-425.2681257452125,918.8744609417687
9,791.0572485012568,-503.25226302796835
2,-261.0839632486549,1056.5720053141629
9,795.1841179968163,261.27445324915806
9,1106.1714818940984,-806.0482671380167
8,-313.4791044593685,821.7708695395837
9,324.6375187239999,-1114.8268632421098
6,1509.8861179863889,-1566.7348222175883
3,1075.2980074783152,1794.0362377392191
6,-944.2036226872957,-1353.816744923233
4,448.1356702402652,-292.16655819784694
6,-22.31989324962758,-387.72906947838794
2,-83.95814137167757,-1709.3508557271641
9,1646.121910480143,-853.0693546259677
1,791.278281843092,898.6640598894563
2,-2001.449570184927,1334.2440865276462
0,-1776.0578662302546,-1328.8887406169652
5,-2349.882298515306,894.9057314094706
9,841.7115244160223,-1492.5220529264093
2,249.55481662498875,2342.111958966895
7,1053.4788370004765,-1563.2222101814289
7,1271.2763086438242,-257.9258807218304
2,-265.59776365358925,-2131.838968749602
8,-1024.1349444283417,142.42871855746412
8,4.563320117056143,282.7967721784343
5,-1310.9188004432701,1475.4620287032155
0,-1890.431971513556,-1217.2183179742337
6,-837.870774998088,-918.8622915783108
0,-2740.454135557335,-1188.7039743175055
0,-1055.263053181649,-541.5416776713912
2,-773.7380099441966,478.260732783217
9,32.93146607155415,1136.9336292662267
0,-2036.9753648374217,-442.8491947272332
4,-1444.1946380919564,-12.571665272656025
7,1907.2394568972795,-1333.4205872004404
7,1533.0407918154785,981.0878653573365
1,1176.9996694751576,869.4449680630023
5,-918.125164510261,855.2468588909293
7,-722.4579942417934,1919.7287744330024
9,1261.9847353941682,-1504.8105512796403
4,134.60266255252967,-1655.2860719293847
6,1039.1708514749882,-1139.705800076662
1,830.7703864255485,1738.494009690983
5,-977.8687097320533,388.0655745009444
7,1226.2922633981818,-53.52296388260005
6,-1168.1649896476513,-413.37540752529696
5,1871.5024693723492,604.6572001799457
0,-2157.45087020244,-330.7480618116982
4,-422.07687133386037,-2376.069084854559
8,2030.445423219748,-1059.1585548163323
7,1598.3228665414506,1855.4914155099407
6,-733.5167075935267,367.6865346217268
1,847.6526634623801,1441.3004661803727
8,334.80239148939717,847.0407373152066
7,1659.1398012496738,-302.8109135989227
3,-620.8814866349468,1459.1067385403292
7,1798.029145342199,-1447.1967145114033
3,1429.4790021829065,430.9989279957313
1,1070.1486840230016,946.9095508882356
0,-1335.849847222321,-2270.003291822685
3,-35.23366161800356,1227.5467242910308
4,150.71340558287895,-1401.9217303457704
5,365.21129370297854,-89.28252165987467
4,415.69836633933545,-1420.5948642735914
0,-1707.2502711353611,160.30019171201917
5,-515.131007782434,-1646.0671359980497
4,314.09433806225206,-1913.5291739223394
0,-624.2032820390792,-1681.0549094691194
3,-640.9099951336931,900.5970390000651
5,-475.5824967544348,-737.0483850964918
1,855.7834306934218,1429.706402107159
0,-1641.893462670274,-134.59476433138568
8,-154.66570434455778,-80.7913745375252
3,-1287.5103321342767,1813.0280892590106
7,1228.0958138616904,-898.8146072269217
0,-1614.95201585865,-955.0741336508781
9,811.281787096655,-39.86943758540907
6,-862.7607099082945,-2378.1863846777233
6,-498.3037291466954,-234.75626543372573
9,749.127498694851,-384.8500088552366
5,2038.500389100766,-11.900800553345531
4,356.084079778763,-1237.7705400623195
6,397.0142487014787,586.2905985160418
9,608.1158230894949,-299.5787756432224
3,176.79155165569094,771.7168956071241
5,-845.2583807664524,1036.0037342670057
4,-2214.773208624616,-247.40995939108296
2,-1766.2094460522344,-1723.757948463522
4,-111.92982766294368,-2068.9592737725056
8,465.33350303878757,314.11141202093563
7,-479.7211387383053,388.8281368153134
7,1275.9656280591782,418.1986877326445
5,1617.7338061349071,1020.1004221272782
8,530.6202503156218,217.28187287928893
8,-1260.9256063914659,2450.5475290406057
8,-1176.2388842404391,-115.48241190339405
2,-823.0281175447701,1110.2124136081982
6,2725.337912736908,532.0077655488062
9,514.7377656025601,-423.96594594149
3,-704.9269851006401,1532.002852779686
1,686.1659499226397,1007.0241470684828
0,1921.5861609669616,1622.1286783345254
4,1356.4850158704685,-1342.6221635583772
1,664.5233429911848,1533.3716593581094
5,-790.1065307414538,-51.12732928403799
9,127.10351079999599,-2258.2925413751354
0,-1893.3445401109498,-1295.0946534780057
6,-530.9997160202137,-2124.5930742164983
2,351.60975809338436,598.5694514020306
1,2038.9821929904629,295.6964662049527
3,1238.3388066519155,153.86882296011925
0,-1597.6534587442459,250.51976476405378
6,-1297.6855836665745,125.98154411923717
0,-1006.0438535284982,-1718.4156688755486
0,-2007.1023255677787,-96.55759404775036
