label,x,y
1,-5.14058365367226,-5.2280381369576725
0,19.292361504075327,6.033434427696988
1,-7.644451272967247,-1.7046004703130697
4,-0.4741947391530236,5.8359004305697715
0,26.559609504214023,6.02542029277654
0,1.2692207919930076,-0.7139492420115395
7,-6.139573130829705,6.029312687392609
3,0.1478871194692886,4.240102201153371
5,-0.5981561832158743,-1.671833351758108
3,2.9406339818090026,-2.1843066705960323
8,0.5309147511893789,-5.801188305003157
9,-5.089871366518599,-2.8405685158218485
1,-8.135099390667362,-1.7882113280801697
3,0.9434270897634242,14.066140519701403
3,6.205101067062586,0.7647251945672899
1,-8.023711969260905,-1.0426398883342647
2,0.4402149729326159,6.019754855956134
0,8.393425501045513,-10.119939388777246
7,-6.819869293002988,1.3730842553233984
5,11.68760599030438,5.7582170079579
8,-3.6882678373071465,-5.424729965582205
6,4.675536543610099,-7.265944408339141
2,0.30040050810250646,-0.30374476708565074
0,20.91385307253401,4.1904598997086735
2,-1.777427135786365,7.060684142326817
3,1.8552046752794333,-4.277095839895161
6,-0.7218251237244648,-0.9575070819287637
9,-7.004696726100829,-2.8198753786265187
9,-6.99113251863043,0.3427162118933474
7,-2.344981916820371,13.84190701966454
8,-2.874998338255041,-8.108616404127089
9,-2.995409687881847,4.291491544244846
4,3.228312382413472,-0.5760339002114047
9,-3.7331173054865343,-1.001734884639917
2,-0.39767433842943806,1.916481905983724
1,-6.047095153733631,0.01649425899431627
3,-4.103475023346075,1.6469527117449374
1,-7.24490517338086,-3.00667725067457
1,-7.403010019412926,-2.966108123136937
4,-2.652968341275442,0.12222423022747908
9,-3.747658908657589,-0.6693518014575867
1,-7.615697975174626,-2.263131695796398
4,2.82552007567708,5.783011437193445
4,3.7435148296521636,1.3434933194759917
2,-1.5662835051267479,3.180194941912577
6,-1.2697009665118875,-4.945219841938808
3,-3.7275135987883843,0.15031159889937104
7,-5.825830334391118,9.419417618231241
7,-5.428444426023291,-2.4487506589783683
4,1.6098262924331628,2.0987871380490657
7,-5.7805837653553604,5.618182508757847
5,9.742503792848051,7.619226459910187
1,-7.686671473887451,-1.7662545633779814
9,-1.4385958859609342,10.980978575974744
0,17.60394189031395,-5.152795420823828
2,-4.346589863644474,1.6176095019679089
2,-1.976166067001607,2.9357791138416927
3,-0.11684552942334625,2.2197529547744477
9,-6.697360433378974,-1.8994497001743331
1,-7.865627707143193,-1.7286310960628013
1,-2.675529741125235,0.5626975534775978
1,-2.7578109482767346,-5.032126704463357
5,1.9877662167323846,3.8117600254669326
0,13.240845561616126,-6.571569106071513
6,6.700114014260388,1.1723695262990441
3,-4.148700674026439,0.3071983108320187
4,-0.4189185637063672,8.50264536109699
8,3.581702762570964,16.94145781158026
1,-7.269843387055852,-4.218359558138652
0,-1.764383308395883,-0.7913643714123554
3,-0.7086816118429994,-6.0712542911512655
9,-7.289254030542034,1.2249911473810136
6,13.475603945309949,5.742233471562858
2,11.154046695593523,-7.100649176776707
6,-5.19013868837709,-6.219263203174968
4,-0.8280473174846412,-2.808051064351983
7,-5.731021768147161,3.372709204891718
1,-7.335849242725305,-1.3467233304200141
4,-0.2686928699516853,7.748664785713667
1,-8.158278964588703,-2.9313907105125807
5,-4.417256066326628,-4.256385676822083
4,1.4200059504851992,-1.9729125296493515
8,-2.8736674940264804,-5.6490838077515635
9,-5.947113773840789,0.9427187241606727
2,-2.819371352413715,-1.8969854578143992
9,-6.230473487163305,3.419401548640515
9,-5.2911214451725535,1.3044854434744062
8,-2.0321812334185556,4.964880885925445
9,-3.2633407673051784,4.355393740939307
6,5.134366504793726,7.537112327231867
3,-0.07922929980521293,5.3758486037229956
6,3.540562542749374,-5.584980730119622
4,-5.5969581690893575,2.7287061240006723
6,-4.883559978036437,-1.3518889957407114
2,4.586873246576393,4.759917114702251
9,-5.463433970985446,-0.024297499044405913
1,-8.131089050999478,-1.4115525178874282
2,7.88499188682668,6.597781022942703
0,10.73233759041007,-11.358251553892892
5,11.070034013652043,-7.680801862140251
9,0.33530615946797243,1.957212729345382
2,1.7309015459651491,1.6594699627791498
7,1.9702497093604485,1.975111870208697
7,-6.426164467440991,6.00489258942166
2,5.3039519149927665,-4.918666041466639
8,-0.5625044918641188,-8.632860646256866
8,-4.6091100289205436,-4.305565287001882
5,4.03868588559808,6.374591833509997
0,11.204848624556002,-0.661405422098867
6,0.6441417742360058,-4.515798531876155
0,28.312819594881898,1.6606433536111336
0,1.8373955408175544,-5.510694183969886
2,-0.7722588123306294,1.3491048139155177
9,-3.669741767897203,9.07123162459642
0,13.072278098134996,-7.108599865578677
4,1.2537762746722991,12.327488356645942
7,0.8788642943169055,3.8459328680590112
7,-4.5404351168198644,-3.630300003413909
1,-7.461103496119179,-2.5142419415336823
5,-2.1449056791353076,1.4630629944797202
7,1.4547955466780125,13.814639255961682
9,0.662943414735577,-1.0663893825286916
4,0.28179279811024704,0.19022419303343652
6,-1.6903333556832543,3.248533867773608
1,-5.099170728847476,-5.848642666643584
