label,x,y
1,-5.140473360648691,-5.226479488080443
0,19.292409462644184,6.03333833798092
1,-7.644493449709868,-1.705890842714902
4,-0.47430409448570576,5.83521463624892
0,26.559662301291873,6.025465369612635
0,1.2691834592265223,-0.7138970115008856
7,-6.139571303190325,6.028820264776894
3,0.1477711425065655,4.238725689890605
5,-0.5981913679268547,-1.6725052639860627
3,2.940599428083258,-2.183375268358528
8,0.530967719307082,-5.800616767114412
9,-5.089924715800814,-2.8407718886930633
1,-8.1351219897998,-1.7891083718457468
3,0.9434970476846642,14.066618507523163
3,6.205057490678292,0.7640619099666716
1,-8.02374743278606,-1.0431198773124293
2,0.44026209934198546,6.020224265420368
0,8.393391512039646,-10.119732186745946
7,-6.819942632887468,1.3721772338624076
5,11.687635238996027,5.757635023179022
8,-3.688215605959495,-5.424634519105763
6,4.675608245997069,-7.264339171930234
2,0.30045763645757473,-0.3031711573743322
0,20.913885045588877,4.19065790643248
2,-1.7773107067663687,7.0609646629210525
3,1.855177975042629,-4.277377015223175
6,-0.7218734843017078,-0.9586865936953438
9,-7.004714756030767,-2.819623230077413
9,-6.991176920820422,0.3422226889764311
7,-2.3447820629850544,13.843784850543383
8,-2.8749788985671896,-8.109105409746352
9,-2.9954259146686577,4.291947487398227
4,3.2282529242912172,-0.576305096487615
9,-3.73318461279848,-1.0027290134078524
2,-0.3975461792028239,1.9176752707628317
1,-6.047123112204884,0.01555208054333472
3,-4.103485646653243,1.6466775695661915
1,-7.244901721790054,-3.0069629766711814
1,-7.402964756154194,-2.9654543406995852
4,-2.6530545895926108,0.12112569920965438
9,-3.747664554662404,-0.6692198439321119
1,-7.615729176738695,-2.264258068131328
4,2.825530526351715,5.783407585587934
4,3.7434837174959106,1.3421507623800546
2,-1.5662047146387583,3.1804474175678585
6,-1.269631240056406,-4.944549549719909
3,-3.727529524939848,0.1504383764694138
7,-5.825784857650761,9.419236407776692
7,-5.428515436224748,-2.448510140314594
4,1.6097764204682716,2.0978951225091316
7,-5.780576340705916,5.618689103519044
5,9.742427619146003,7.618604970242843
1,-7.686704480450134,-1.7671887417481082
9,-1.4386398501821067,10.98155192559292
0,17.603921839110715,-5.153297345740675
2,-4.346564046125425,1.6175505920123425
2,-1.9761186634654946,2.936377068913759
3,-0.11687109151493119,2.219665544964522
9,-6.697417901885065,-1.8994512554103866
1,-7.865636266434058,-1.7289332410763794
1,-2.675541156941823,0.5625786820922875
1,-2.7577691600943717,-5.031828813347238
5,1.9878166217474191,3.8127383980192207
0,13.240840237820073,-6.570373690275494
6,6.700102350621354,1.1709354134797205
3,-4.148717859203306,0.30725869204949297
4,-0.418904832169235,8.503189684076721
8,3.5816775530310854,16.940881805881986
1,-7.269793933034342,-4.217782967554034
0,-1.7644024242668939,-0.7917182742646591
3,-0.7087203035083279,-6.072223000699706
9,-7.289302649011123,1.2242848944353748
6,13.475703025594031,5.74279832998663
2,11.153884270290948,-7.103335436028026
6,-5.190014004783211,-6.2175898389384425
4,-0.8281638046595651,-2.809297856738413
7,-5.7310877468801324,3.3717535836960053
1,-7.335886214722502,-1.3475989599977078
4,-0.26868907074144716,7.748870326062418
1,-8.158261726228693,-2.931285116435877
5,-4.417261521444562,-4.255103069787349
4,1.4199557720726037,-1.973480156772805
8,-2.8736271581075736,-5.649604678740121
9,-5.947199252227552,0.9410642127082163
2,-2.819392070319869,-1.8967669027249665
9,-6.230493494709055,3.419090939336729
9,-5.291209168477052,1.3035870004514836
8,-2.032225993401784,4.965089313589344
9,-3.2633615438645607,4.355420807130436
6,5.1344049788152555,7.537471386688922
3,-0.07930365916714516,5.374987673187312
6,3.540583008088096,-5.584642864843208
4,-5.596999089614753,2.7284871214909847
6,-4.883608294516488,-1.352768876395124
2,4.5868395846467305,4.759588966655654
9,-5.463523246785083,-0.024661739383659165
1,-8.13110814640984,-1.4119786066830873
2,7.884948562681416,6.597671705007977
0,10.732330636489378,-11.35641325421901
5,11.070019118964895,-7.681549264519169
9,0.3352433486780992,1.9559542857753236
2,1.7308222236700384,1.660373879062439
7,1.9701475750861883,1.9742533680888705
7,-6.426172398853225,6.004507396040816
2,5.303994530109406,-4.9176045780768884
8,-0.5624584904305875,-8.633488412594915
8,-4.609063466556441,-4.305648967326555
5,4.038607844297759,6.374320879544294
0,11.204886001496257,-0.6612186158116474
6,0.6441789565561535,-4.515768330993202
0,28.312809048012983,1.659488665577071
0,1.837377636898003,-5.510368745985794
2,-0.7722550868851119,1.3502079296913376
9,-3.6697861532842224,9.071856036173136
0,13.072213674500302,-7.109292446023653
4,1.2537329156910586,12.328047706046037
7,0.8789625015136665,3.8474951205461654
7,-4.540371812435416,-3.629531572111992
1,-7.461122257276227,-2.515500692863066
5,-2.144925966853695,1.4628001141859015
7,1.4549635855879461,13.81587904934876
9,0.6628966963969621,-1.065823668734631
4,0.28177033553621195,0.1897751712301691
6,-1.690318808085361,3.249228638431018
1,-5.099053015910692,-5.847144122509913
5,-0.29327169615878723,-3.6440492122084516
7,-7.479778454473546,0.8132664118440959
6,1.2845078393463876,0.07442668100434226
5,1.0498842972140265,-6.360485849397549
0,11.135276153490606,-5.92230222504044
4,8.952590411484152,5.118598427166132
8,3.4699633418097546,8.331516677747116
7,1.1710563620416428,-0.8710966813875287
6,-3.7656926047041157,-1.911202916541287
1,-7.205993219112877,-3.9550240776158914
8,-6.450581828528114,-3.586977915208664
7,-6.53344776774609,8.194798489932154
3,-0.597225390427046,-1.4585066511016493
7,-1.8635217119498293,14.153689619981634
3,-1.7696677622880868,0.2001429457156865
1,-7.8801511549220455,-2.6555947568296725
0,16.56135279679196,-8.531997977451683
3,-4.7261704569289655,-1.0949950053619963
4,-1.0392370790023215,-3.0794982381850016
5,-4.02266244606262,-3.5255449838479858
4,-2.143087302129406,-2.809830073968397
0,3.7313158503072485,-4.114129259377531
5,3.4287502190984793,-5.2864517611065045
4,-0.562918006844375,-4.710695873753769
0,4.91687785806351,-9.223840614444397
3,-1.9224511305852328,-1.2586244597168756
5,0.12784380018286354,-8.985278809058876
1,-7.457997753268414,-4.453738125609962
0,6.3076649123769,-4.011615132573138
8,-3.5891909942273488,-4.366601969507758
3,3.784853641894162,2.0323694905000655
7,-3.9280973369457306,1.1627592881034206
0,7.214149173676983,-9.843766746944588
9,-5.866726140455083,5.555528748091416
6,11.816584931456521,4.767597201493913
6,-3.561336208753671,-4.4265187277719775
9,-6.448606559039498,0.6633755039756405
5,-1.9189609030058363,-7.019817921015695
4,-2.708218602967945,3.5018876349943535
6,-6.48508674844453,-3.3424940910710874
9,-5.183416131704813,3.0922981592330423
3,-5.718494169628702,-0.4095621191013536
5,-1.8705850285216579,0.11415964800851824
4,8.7287041104927,9.029497885038563
2,11.23885657389862,-4.094119295242194
4,2.1605777939592445,-5.808374143108644
8,-3.9412748571274694,1.4341077923658
7,-2.7587185270216583,-3.1635270113450185
7,-6.805771786596973,1.9829271994790632
5,-1.1240060408076717,-9.80850813919394
8,-4.379898501987698,5.504025229387943
8,6.372660810894788,16.421548514376454
8,0.4827887101187581,-7.431290621968732
2,0.18523147113262012,-1.740902785943029
6,11.492363991445668,14.296782219272465
9,-5.585965492291527,0.42310414064746626
